code,product
64S,聯博美國收益基金BT(澳幣避險)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
84V,安本標準印度債券基金 A 月中配息 美元
84U,安本標準印度債券基金 A 累積 美元
D61,PIMCO新興市場債券基金(澳幣避險)-M級類別(月收息股份)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
S75,(百元基金)施羅德環球債券A1累積(美元)(本基金之配息來源可能為本金)
72I,聯博美國收益基金BA(穩定月配)澳幣避險(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
61G,NN(L)亞洲債券基金X股(月配)(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
58J,(百元基金)NN(L)亞洲債券基金X股(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
01H,鋒裕匯理基金美元綜合債券 U 南非幣 (穩定月配息)(基金之配息來源可能為本金)
J0V,摩根新興市場本地貨幣債券基金-JPM-A股利率入息(澳幣對沖)(本基金之配息來源可能為本金)
82Z,NN (L) 食品飲料基金X股基金(月配)(澳幣對沖)(本基金之配息來源可能為本金)
85J,鋒裕匯理基金美元綜合債券 T 南非幣 (穩定月配息)(本基金之配息來源可能為本金)
N47,路博邁投資基金 - NB新興市場本地貨幣債券基金E月配息類股(南非幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
88E,法巴永續多元穩定基金 C (歐元)(未核備)
83X,路博邁投資基金-NB新興市場本地貨幣債券基金C2月配息類股(南非幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
61N,施羅德中東海灣A1累積(歐元)
N46,路博邁投資基金 - NB新興市場本地貨幣債券基金E累積類股(南非幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
83W,路博邁投資基金-NB新興市場本地貨幣債券基金C2累積類股(南非幣)(本基金有相當比重投資於非投資等級之高風險債券)
64C,貝萊德環球企業債券基金HEDGED A2(歐元)
69V,法巴新興市場當地貨幣債券基金/月配 (美元)(本基金之配息來源可能為本金)
69U,法巴新興市場當地貨幣債券基金 C (美元)
79D,NN(L)投資級公司債基金Y股(月配)(澳幣對沖)(本基金之配息來源可能為本金)
L32,聯博全球多元收益基金A2X股(歐元)(本基金之配息來源可能為本金)
86U,摩根新興市場本地貨幣債券基金-JPM-F股每月派息(美元)(本基金之配息來源可能為本金)
57L,比利時聯合資產管理公司-全球食品及民生消費基金
L49,聯博新興市場債券基金A2股(歐元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
IX9,晉達環球多元收益基金C2(配權)
IY0,晉達環球多元收益基金C2(月配息)
73N,瀚亞亞洲當地貨幣債券基金AZDM月配(南非幣避險)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
68Q,NN(L)亞洲債券基金X股(月配)(澳幣對沖)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
61P,富達中國聚焦基金(累積)-配權帳戶-歐元
F80,富達中國聚焦基金(累積)-配息帳戶-歐元
SC4,先機新興市場債券基金L類累積股(歐元)(本基金有相當比例投資於非投資等級之高風險債券，基金之配息來源可能為本金)
67E,全盛全球高收益基金A2(本基金主要係投資於非投資等級之高風險債券)
E24,法盛盧米斯塞勒斯全球機會債券基金(配息)
68B,NN(L)亞洲債券基金Y股(月配)(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
D56,(百元基金)PIMCO動態多元資產基金-E級類別(美元避險)(累積股份)(本基金之配息來源可能為本金)
86V,摩根新興市場本地貨幣債券基金-JPM-F股利率入息(澳幣對沖)(本基金之配息來源可能為本金)
D57,(百元基金)PIMCO動態多元資產基金-M級類別(美元避險)(月收息強化股份)(本基金之配息來源可能為本金)
61Z,聯博新興市場債券基金B2股(歐元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
MV7,貝萊德歐元優質債券基金(配息)(美元)
MV8,(百元基金)貝萊德歐元優質債券基金(美元)
D54,(百元基金)PIMCO多元收益債券基金-M級類別(月收息強化股份)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
S76,(百元基金)施羅德環球企業債券A1累積(美元)(本基金之配息來源可能為本金)
D51,(百元基金)PIMCO多元收益債券基金-E級類別(累積股份)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
79C,NN(L)亞洲債券基金Y股(月配)(澳幣對沖)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
M22,景順債券基金A(半年配)(美元)(未核備)
57I,施羅德環球企業債券A1月配浮動(美元)(本基金之配息來源可能為本金)
M39,景順債券基金A(月配)(美元)(未核備)
72Q,貝萊德環球債券特別時機基金A3(美元)
72O,貝萊德環球債券特別時機基金A2(美元)
83N,(百元基金)路博邁投資基金-NB新興市場本地貨幣債券基金T月配息類股(美元)(本基金有相當比重投資於非投資等級之高風險債券)
83M,路博邁投資基金-NB新興市場本地貨幣債券基金T累積類股(美元)(本基金有相當比重投資於非投資等級之高風險債券)
V19,瑞銀(盧森堡)歐元靈活債券基金
V84,瑞銀(盧森堡)全球靈活債券基金(未核備)(本基金有相當比重投資於非投資等級之高風險債券)
IO0,晉達投資評級公司債券基金C2(月配息)(美元)(本基金之配息來源可能為本金)
IP4,晉達投資評級公司債券基金C2(配權)(美元)(本基金之配息來源可能為本金)
65F,施羅德環球企業債券A1月配浮動(C)(澳幣對沖)(本基金之配息來源可能為本金)
D55,PIMCO多元收益債券基金-M級類別(澳幣避險) (月收息股份)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
D64,PIMCO動態多元資產基金-E級類別(歐元)(累積股份)         (基金之配息來源可能為本金)
63X,貝萊德新興市場債券基金A3(歐元)(本基金有相當比重投資於非投資等級之高風險債券)
63V,貝萊德新興市場債券基金A2(歐元)(本基金有相當比重投資於非投資等級之高風險債券)
51I,瀚亞亞洲債券基金ADQ(本基金有相當比重投資於非投資等級之高風險債券且配息可能涉及本金)
51H,(百元基金)瀚亞亞洲債券基金(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
59G,瀚亞亞洲債券基金ADM月配(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
Y0I,富蘭克林坦伯頓全球多空策略基金A股(累積)(美元)
63Q,施羅德環球企業債券A1累積(歐元對沖)(本基金之配息來源可能為本金)
D53,PIMCO多元收益債券基金-E級類別(歐元避險) (累積股份)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
D52,PIMCO多元收益債券基金-E級類別(歐元避險) (收息股份)(季配)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
N42,路博邁投資基金 - NB新興市場本地貨幣債券基金E累積類股(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
83T,路博邁投資基金-NB新興市場本地貨幣債券基金C2月配息類股(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
N43,路博邁投資基金 - NB新興市場本地貨幣債券基金E月配息類股(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
83P,路博邁投資基金-NB新興市場本地貨幣債券基金T月配息類股(澳幣)(本基金有相當比重投資於非投資等級之高風險債券)
69J,瀚亞優質公司債基金ADMC1穩定月配(美元)(本基金配息來源可能為本金)
67H,瀚亞優質公司債基金ADM(月配息)(本基金配息來源可能為本金)
83S,路博邁投資基金-NB新興市場本地貨幣債券基金C2累積類股(美元)(本基金有相當比重投資於非投資等級之高風險債券)
67G,(百元基金)瀚亞優質公司債基金A(本基金配息來源可能為本金)
68F,貝萊德亞洲老虎債券基金A6(穩定配息)(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息可能涉本金)
83O,路博邁投資基金-NB新興市場本地貨幣債券基金T累積類股(澳幣)(本基金有相當比重投資於非投資等級之高風險債券)
66R,鋒裕匯理基金美元綜合債券 A2 美元 (月配息)(本基金之配息來源可能為本金)
MC6,貝萊德亞洲老虎債券基金(配息)(美元)(本基金有相當比重投資於非投資等級之高風險債券)
66Q,鋒裕匯理基金美元綜合債券 A2 美元(本基金之配息來源可能為本金)
85E,鋒裕匯理基金美元綜合債券 A2 美元 (穩定月配息)(本基金之配息來源可能為本金)
MC5,(百元基金)貝萊德亞洲老虎債券基金(美元)(本基金有相當比重投資於非投資等級之高風險債券)
S62,(百元基金)施羅德亞洲債券A1累積(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
532,天利(盧森堡)全球實質回報基金 (歐元)(本基金未經本國主管機關核准)
69K,瀚亞優質公司債基金AADMC1穩定月配(澳幣避險)(本基金配息來源可能為本金)
IU6,晉達投資評級公司債券基金C2(月配息)(澳幣避險)(本基金之配息來源可能為本金)
IU7,晉達投資評級公司債券基金C2(月配權)(澳幣避險)(本基金之配息來源可能為本金)
J93,摩根環球企業債券基金-JPM-A股每月派息(美元)(本基金之配息來源可能為本金)
J92,(百元基金)摩根環球企業債券基金-JPM-A股累計(美元)
S74,施羅德亞洲債券A1月配浮動(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
69D,貝萊德亞洲老虎債券基金A8穩定月配息股份(澳幣避險)(本基金有相當比重投資於非投資等級之高風險債券且配息可能涉及本金)
808,天利(盧森堡)全球新興市場短期債券基金(美元配息)(本基金未經本國主管機關核准)(本基金有相當比重投資於非投資等級之高風險債券)
T43,安聯多元信用債券基金-AMg穩定月收總收益類股(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
57J,施羅德歐元企業債券A1半年配固定(歐元)(本基金之配息來源可能為本金)
S83,施羅德歐元企業債券A1累積(歐元)(本基金之配息來源可能為本金)
IR3,晉達投資評級公司債券基金C2(月配息)(歐元避險配息)(本基金之配息來源可能為本金)
IR4,晉達投資評級公司債券基金C2(配權)(歐元避險)(本基金之配息來源可能為本金)
T42,安聯多元信用債券基金-AT累積類股(美元)(本基金有相當比重投資於非投資等級之高風險債券)
M51,景順歐元通帳掛鉤債券基金A(歐元)
77C,鋒裕匯理長鷹多重資產基金 FA-MD (月配息)(澳幣)(本基金配息來源可能為本金)
541,天利(盧森堡)新興市場債券基金 (歐元)(本基金未經本國主管機關核准)(本基金有相當比重投資於非投資等級之高風險債券)
69O,法巴亞洲(日本除外)債券基金/月配 (美元)(本基金之配息來源可能為本金)
SB0,先機環球動態債券基金L類累積股(美元)(本基金之配息來源可能為本金)
77B,鋒裕匯理長鷹多重資產基金 FA-C(澳幣)(本基金配息來源可能為本金)
69N,法巴亞洲(日本除外)債券基金 C (美元)
X50,富蘭克林坦伯頓伊斯蘭系列-伊斯蘭債券基金A股(累積)(美元)(本基金之配息來源可能為本金)
X51,富蘭克林坦伯頓伊斯蘭系列-伊斯蘭債券基金A股(月配息)(美元)(本基金之配息來源可能為本金)
X52,富蘭克林坦伯頓伊斯蘭系列-伊斯蘭債券基金A股(月配權)(美元)(本基金之配息來源可能為本金)
V60,瑞銀(盧森堡)新興市場短期債券基金(累積)(美元)(本基金有相當比重投資於非投資等級之高風險債券)
83V,路博邁投資基金-NB新興市場本地貨幣債券基金C2月配息類股(澳幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
66V,鋒裕匯理基金美元綜合債券 B 美元 (月配息)(本基金之配息來源可能為本金)
82E,鋒裕匯理基金美元綜合債券 T 美元 (月配息)(本基金之配息來源可能為本金)
66U,鋒裕匯理基金美元綜合債券 B 美元(本基金之配息來源可能為本金)
01I,鋒裕匯理基金美元綜合債券 U 美元 (穩定月配息)(基金之配息來源可能為本金)
01F,鋒裕匯理基金美元綜合債券 U 美元(基金之配息來源可能為本金)
SB9,先機環球動態債券基金L類收益股(美元)(本基金之配息來源可能為本金)
82D,鋒裕匯理基金美元綜合債券 T 美元(本基金之配息來源可能為本金)
85I,鋒裕匯理基金美元綜合債券 T 美元 (穩定月配息)(本基金之配息來源可能為本金)
01G,鋒裕匯理基金美元綜合債券 U 美元 (月配息)(基金之配息來源可能為本金)
N44,路博邁投資基金 - NB新興市場本地貨幣債券基金E累積類股(澳幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
Y56,富蘭克林坦伯頓全球精選收益基金A股(月配息)(歐元)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金)
T44,安聯多元信用債券基金-AMg穩定月收總收益類股(澳幣避險)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
83U,路博邁投資基金-NB新興市場本地貨幣債券基金C2累積類股(澳幣)(本基金有相當比重投資於非投資等級之高風險債券)
N45,路博邁投資基金 - NB新興市場本地貨幣債券基金E月配息類股(澳幣)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
V74,瑞銀(盧森堡)亞洲全方位債券基金(累積)(美元)(本基金有相當比重投資於非投資等級之高風險債券)
66Z,NN(L)食品飲料基金X股(歐元)
52P,施羅德亞洲債券A1累積(歐元對沖)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
57E,(百元基金)瀚亞亞洲當地貨幣債券基金A(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
59H,瀚亞亞洲當地貨幣債券基金ADM(月配息)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
818,富達英鎊靈活債券基金-配權帳戶-英鎊
F19,富達英鎊靈活債券基金-配息帳戶-英鎊
M82,景順歐洲企業債券基金A(歐元)
M83,景順歐洲企業債券基金A(月配)(歐元)
V75,瑞銀(盧森堡)亞洲全方位債券基金(月配息)(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
S82,施羅德歐元財富基金A1累積(歐元)
52Q,施羅德亞洲債券A1月配浮動(歐元對沖)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
56Z,東方匯理環球債券基金AU(美元)
SD6,先機環球動態債券基金B股(美元)(本基金之配息來源可能為本金)
59I,瀚亞歐洲投資等級債券基金AEDM月配(歐元)(本基金配息來源可能為本金)
57F,瀚亞歐洲投資等級債券基金A(本基金配息來源可能為本金)
SE5,先機完全回報美元債券基金B(類收益股)(美元)(本基金之配息來源可能為本金)
64E,貝萊德世界債券基金A3(月配息)(美元)
64D,貝萊德世界債券基金A2(美元)
67Q,瑞萬通博基金-新興東歐債券基金AM(月配)(美元)(本基金之配息來源可能為本金)
SH6,先機環球動態債券基金C股(美元)(本基金之配息來源可能為本金)
61A,全盛新興市場債券基金A1(本基金有相當比重投資於非投資等級之高風險債券)
678,鋒裕匯理基金策略收益債券 A 歐元(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
J1F,(百元基金)摩根策略總報酬基金-JPM-A股累計(美元對沖)(本基金有相當比重投資於非投資等級之高風險債券)
SI1,先機環球動態債券基金C(類收益股)(美元)(本基金之配息來源可能為本金)
J1U,摩根策略總報酬基金-JPM-A股累計(澳幣對沖) (本基金有相當比重投資於非投資等級之高風險債券)
S89,施羅德歐元財富A1配息(歐元)
71J,鋒裕匯理全球通膨連結債券基金SHU(美元避險)
V41,瑞銀(盧森堡)策略基金-固定收益型(美元)
815,富達全球債券基金-配權帳戶-美元
F16,富達全球債券基金(配息帳戶)(美元)
L44,聯博美國收益基金AT(歐元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
S61,(百元基金)施羅德美元債券A1(累積)(美元)(本基金之配息來源可能為本金)
M36,景順歐元債券基金A(歐元)
64F,貝萊德世界債券基金HEDGED A2(歐元)
J1E,摩根策略總報酬基金-JPM-A股累計(歐元)(本基金有相當比重投資於非投資等級之高風險債券)
80M,(百元基金)NN(L)旗艦多元資產基金X股(美元對沖)(本基金之配息來源可能為本金)
80N,NN(L)旗艦多元資產基金X股(月配)(美元對沖)(本基金之配息來源可能為本金)
71I,鋒裕匯理全球通膨連結債券基金SE(歐元)
MY1,貝萊德美元優質債券基金(配息)
MY0,(百元基金)貝萊德美元優質債券基金
HS8,匯豐環球投資基金-美元債券
59M,聯博美國收益基金BT(歐元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
S64,(百元基金)施羅德新興市場債券A1累積(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
75W,鋒裕匯理基金新興市場當地貨幣債券 A 歐元(本基金之配息來源可能為本金)
C15,霸菱國際債券基金(美元)(本基金之配息來源可能為本金)
55E,富達全球通膨連結債券基金(累積)-配權帳戶-美元
F00,富達全球通膨連結債券基金(累積)-配息帳戶-美元
S73,施羅德新興市場債券A1月配固定(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
80O,NN(L)旗艦多元資產基金X股(月配)(澳幣對沖)(本基金之配息來源可能為本金)
809,天利(盧森堡)全球新興市場短期債券基金(歐元)(本基金未經本國主管機關核准)(本基金有相當比重投資於非投資等級之高風險債券)
84L,NN (L) 旗艦多元資產基金Y股(月配)(美元對沖)(本基金配息來源可能為本金)
HS7,匯豐環球投資基金-環球債券
E22,法盛盧米斯塞勒斯債券基金(本基金有相當比重投資於非投資等級之高風險債券)
80L,NN(L)旗艦多元資產基金X股(歐元)(本基金之配息來源可能為本金)
V42,瑞銀(盧森堡)策略基金-固定收益型(歐元)
83B,摩根環球策略債券基金-JPM-A股每月派息(美元) (本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
83A,摩根環球策略債券基金-JPM-A股累計(美元)(本基金有相當比重投資於非投資等級之高風險債券)
64I,施羅德新興市場債券A1月配固定(澳幣對沖)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
60T,全盛有限償還期基金A1
60U,全盛有限償還期基金A2
JB7,駿利亨德森美國短期債券基金A1月配美元(本基金某些股份類別可從本金中支付全部或部份費用，故實質上，本基金之配息來源可能為本金)
JB8,駿利亨德森美國短期債券基金A2美元(本基金某些股份類別可從本金中支付全部或部份費用，故實質上，本基金之配息來源可能為本金)
S84,施羅德新興市場債券A1累積(歐元對沖)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
84M,NN (L) 旗艦多元資產基金Y股(月配)(澳幣對沖)(本基金之配息來源可能為本金)
JB2,駿利亨德森靈活入息基金A2美元(本基金某些股份類別可從本金中支付全部或部份費用，故實質上，本基金之配息來源可能為本金)
JB1,駿利亨德森靈活入息基金A3月配美元(本基金某些股份類別之配息來源可能為本金)
S66,施羅德歐元債券A1累積(歐元)(本基金之配息來源可能為本金)
55F,貝萊德新興市場當地債券基金(歐元)(本基金有相當比重投資於非投資等級之高風險債券)
55H,貝萊德新興市場當地債券基金(月配息)(歐元)(本基金有相當比重投資於非投資等級之高風險債券)
S85,施羅德新興市場債券A1月配固定(歐元對沖)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
51Y,比利時聯合資產管理公司-全球高利率債券基金(美元配息)
66T,鋒裕匯理基金美元短期債券 A2 美元
51G,(百元基金)瀚亞美國特優級債券基金A(本基金配息來源可能為本金)
59F,瀚亞美國特優級債券基金ADM月配(美元)(本基金配息來源可能為本金)
JB9,駿利亨德森美國短期債券基金A2歐元避險(本基金某些股份類別可從本金中支付全部或部份費用，故實質上，本基金之配息來源可能為本金)
JE1,駿利亨德森靈活入息基金B1月配美元(本基金某些股份類別可從本金中支付全部或部份費用，故實質上，本基金之配息來源可能為本金)
JB3,駿利亨德森靈活入息基金A2歐元避險(本基金某些股份類別可從本金中支付全部或部份費用，故實質上，本基金之配息來源可能為本金)
78U,貝萊德歐元優質債券基金HEDGED A2(美元)
JE7,駿利亨德森美國短期債券基金B1月配美元(本基金某些股份類別可從本金中支付全部或部份費用，故實質上，本基金之配息來源可能為本金)
JE2,駿利亨德森靈活入息基金B2美元(本基金某些股份類別可從本金中支付全部或部份費用，故實質上，本基金之配息來源可能為本金)
816,富達歐元債券基金-配權帳戶-歐元
F17,富達歐元債券基金-配息帳戶-歐元
JE8,駿利亨德森美國短期債券基金B2美元(本基金某些股份類別可從本金中支付全部或部份費用，故實質上，本基金之配息來源可能為本金)
F61,富達歐元債券基金-配息帳戶(月配)(歐元)
61D,MFS全盛通脹調整債券基金A1
61E,全盛通脹調整債券基金A2
82N,鋒裕匯理基金美元短期債券 T 美元
66W,鋒裕匯理基金美元短期債券 B 美元
01S,鋒裕匯理基金美元短期債券 U 美元
E25,法盛盧米斯塞勒斯全球機會債券基金
51Z,比利時聯合資產管理公司-新興歐洲債券基金(美元配息)
MV6,貝萊德歐元優質債券基金(歐元)
MV5,貝萊德歐元優質債券基金(配息)(歐元)
JK3,駿利亨德森靈活入息基金B1月配歐元避險(本基金某些股份類別可從本金中支付全部或部份費用，故實質上，本基金之配息來源可能為本金)
72P,貝萊德環球債券特別時機基金A3(歐元)
J27,摩根國際債券基金
MS9,貝萊德環球政府債券基金(配息)(美元)
MS8,(百元基金)貝萊德環球政府債券基金(美元)
F60,富達美元債券基金-配息帳戶(月配)(美元)
639,紐約梅隆環球債券投資基金(美元)
817,富達美元債券基金-配權帳戶-美元
F18,富達美元債券基金(配息帳戶)(美元)
AD8,柏瑞環球債券基金(美元)
M59,景順英國高質債券基金A(季配)(英鎊)
S63,施羅德歐元政府債券A1累積(歐元)(本基金之配息來源可能為本金)
Y0E,富蘭克林坦伯頓全球新興國家固定收益基金A股(月配息)-H1(南非幣避險)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金)
J63,(百元基金)摩根美國複合收益債券基金-JPM-A股分派(美元)
66A,法巴歐元債券基金 C (歐元)
J94,(百元基金)摩根美國複合收益債券基金-JPM-A股累計(美元)
J90,摩根美國複合收益債券基金-JPM-A股每月派息(美元)(本基金之配息來源可能為本金)
M33,景順美元極短期債券基金(美元)
55Q,富達全球通膨連結債券基金(累積)-配權帳戶-歐元避險
F0A,富達全球通膨連結債券基金(累積)-配息帳戶-歐元避險
67I,法巴美元短期債券基金/月配 (美元)(本基金之配息來源可能為本金)
S96,施羅德亞洲債券A1累積(歐元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
MV2,貝萊德環球政府債券基金(歐元)
MV1,貝萊德環球政府債券基金(配息)(歐元)
66P,鋒裕匯理基金美元綜合債券 A2 歐元(本基金之配息來源可能為本金)
S97,施羅德亞洲債券A1月配浮動(歐元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
558,首源全球債券基金
J95,(百元基金)摩根環球短債基金-JPM-A股累計(美元)
X10,富蘭克林浮動利率政府債券基金(月配權)(美元)
86Y,摩根美國複合收益債券基金-JPM-F股每月派息(美元)(本基金之配息來源可能為本金)
59X,(百元基金)瀚亞美國複合收益債券基金(本基金配息來源可能為本金)
64Z,瀚亞美國複合收益債券基金(月配息)(本基金配息來源可能為本金)
D16,安聯歐洲債券基金
863,富達目標基金2020-配權帳戶-美元
F67,富達目標基金2020(配息帳戶)(美元)
L0A,聯博短期債券基金AA(穩定月配)級別美元(本基金之配息來源可能為本金)
L14,聯博短期債券基金A2股(美元)(本基金之配息來源可能為本金)
L15,聯博短期債券基金AT股(本基金之配息來源可能為本金)
L90,聯博短期債券基金AT股紐幣避險 (本基金之配息來源可能為本金)
E23,法盛盧米斯塞勒斯債券基金(配息)(本基金有相當比重投資於非投資等級之高風險債券)
L71,聯博短期債券基金AT股澳幣避險(本基金之配息來源可能為本金)
L0B,聯博短期債券基金AA(穩定月配)澳幣避險級別(本基金之配息來源可能為本金)
S77,施羅德歐元短期債券A1累積(歐元)
MY2,(百元基金)貝萊德美國政府房貸債券基金
MY3,貝萊德美國政府房貸債券基金(配息)
559,首源優質債券基金(配息)(本基金之配息來源可能為本金)
780,首源優質債券基金(配權)
599,聯博短期債券基金B2股(本基金之配息來源可能為本金)
597,聯博短期債券基金BT股(美元)(本基金之配息來源可能為本金)
L62,聯博短期債券基金A2股(歐元避險)(本基金之配息來源可能為本金)
72L,聯博短期債券基金BA(穩定月配)級別美元(本基金之配息來源可能為本金)
L63,聯博短期債券基金AT股(歐元避險)(本基金之配息來源可能為本金)
M50,景順歐元極短期債券基金(歐元)
67O,瑞萬通博基金-新興東歐債券基金C(歐元)(本基金之配息來源可能為本金)
67P,瑞萬通博基金-新興東歐債券基金AM(月配)(歐元)(本基金之配息來源可能為本金)
IN7,晉達目標回報債券基金C收益股份(配息)
IP6,晉達目標回報債券基金C收益股份(配權)
Y08,(百元基金)富蘭克林坦伯頓全球新興國家固定收益基金(季配息)(美元)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金)
Y23,(百元基金)富蘭克林坦伯頓全球新興國家固定收益基金(季配權)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金)
Y57,(百元基金)富蘭克林坦伯頓全球新興國家固定收益基金A股(月配息)(美元)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金)
87D,鋒裕匯理基金S.F. - 歐洲股票最優波動A2(未核備)
56Y,東方匯理美元貨幣市場基金AU(美元)
S26,施羅德美元金融基金(美元)
V24,瑞銀(盧森堡)英鎊基金
V21,瑞銀(盧森堡)美元基金(美元)
V27,瑞銀(盧森堡)澳幣基金
J1K,摩根美元浮動淨值貨幣基金-JPM-A股累計(美元)
L24,聯博短期債券基金A股(美元)(本基金之配息來源可能為本金)
MW5,貝萊德美元儲備基金(美元)
S87,施羅德美元流動A累積基金(美元)
Y82,富蘭克林坦伯頓全球新興國家固定收益基金A股(澳幣避險)(月配息)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金)
C31,霸菱國際債券基金(歐元)(本基金之配息來源可能為本金)
X11,富蘭克林貨幣市場基金
86I,MFS全盛有限償還期基金A1(歐元)
V76,瑞銀(盧森堡)美元基金(加幣避險)(加幣)
Y13,富蘭克林坦伯頓全球美元短期票券基金(美元)
Y07,(百元基金)富蘭克林坦伯頓全球全球債券基金(月配息)(美元)(本基金之配息來源可能為本金)
Y22,(百元基金)富蘭克林坦伯頓全球全球債券基金(月配權)(美元)(本基金之配息來源可能為本金)
86P,富達美元現金基金(累積)(配權帳戶)(美元)
F1U,富達美元現金基金(累積)(配息帳戶)(美元)
827,富達美元現金基金-配權帳戶-美元
F48,富達美元現金基金(配息帳戶)(美元)
IO1,晉達美元貨幣基金A收益股份(配息)
IP0,晉達美元貨幣基金A收益股份(配權)
E26,法盛盧米斯塞勒斯全球機會債券基金(配息)(英鎊)
D03,安聯國際債券基金
Y76,富蘭克林坦伯頓全球全球債券基金(月配息)A股(澳幣避險)(本基金之配息來源可能為本金)
60N,全盛美國政府債券基金A1
80X,富達澳幣現金基金-配權帳戶
F1P,富達澳幣現金基金-配息帳戶
60O,全盛美國政府債券基金A2
80Y,富達英鎊現金基金-配權帳戶
83Y,富蘭克林坦伯頓全球新興國家固定收益基金F股(月配息)(美元)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)
Y39,富蘭克林坦伯頓全球亞洲債券基金(月配息)(美元)(本基金之配息來源可能為本金)
IR0,晉達英鎊貨幣基金A收益股份(配權)
IR2,晉達英鎊貨幣基金A收益股份(半年配息)
V22,瑞銀(盧森堡)歐元基金(歐元)
Y10,富蘭克林坦伯頓全球美國政府基金(月配息)(美元)(本基金之配息來源可能為本金)
Y24,(百元基金)富蘭克林坦伯頓全球美國政府基金(月配權)(美元)(本基金之配息來源可能為本金)
J1M,摩根歐元貨幣基金-JPM-A股累計(歐元)
V25,瑞士銀行瑞士法郎基金(瑞士法郎)
S86,施羅德歐元流動A累積(歐元)
62N,富蘭克林坦伯頓全球新興國家固定收益基金B股(月配息)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金)
IX8,晉達美元貨幣基金 C 收益股份
503,富蘭克林坦伯頓全球新興國家固定收益基金B股(季配息)(美元)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金)
